Partner,Circuit ID,Billing Circuit ID,Deactivated Circuit ID,Client_Type,Client Name,Installation Date,Building/Hub ID,Building/Hub Name,Latitude,Longitude,Town/Location/Area,County,Region,Region Classification,Technology,Service Provider,Service Type,IP Address,VLAN,Aggregation Point,Bandwidth,Contact Person,Phone number,Email Address,Client Name.1,Phone,Email,Unnamed: 20,Aggregation Point ,Contact Person 
Bens,797434373,797434373,,,TEEN WATCH CENTRE,,,TEEN WATCH CENTRE,"4°17'3.25""S "," 39°34'9.50""E",Diani,Kwale,Coast,Normal,Fixed LTE,SFC,Internet,41.90.249.222,,Diani Exchange,1Mbps,TABITHA WAITHERA,725075767,teenwatch2002@yahoo.com,,,,,,
Bens,797434399,,,,GAZANET CYBER,,,GAZANET CYBER,"3°31'30.44""S"," 39°42'54.19""E",Kilifi,Kilifi,Coast,Normal,Fixed LTE,SFC,Internet,41.90.250.8,,Government Chemist,1Mbps,SONG ZENGGUANG,746622799,kolongkenya@gmail.com,,,,,,
Bens,797434375,,,,INTRA SAFARIS,,,INTRA SAFARIS,S 03 14 17.56, E40 07 24.37,Malindi,Kilifi,Coast,Normal,Fixed LTE,SFC,Internet,41.90.250.34,,Malindi Shella,4Mbps,JOSEPH KIU,727826159,kiuaccounts@intrasafaris.com,,,,,,
Bens,797572354,797572354,,,JOKI VIEW GENERAL (K),,,JOKI VIEW GENERAL (K),"4° 3'41.59""S","39°39'39.56""E",Mombasa Town,Mombasa,Coast,Normal,Fixed LTE,SFC,Internet,41.90.250.52 ,,Government Chemist,1Mbps,NJAVA MIDADI,716650332,jksuccess2010@gmail.com,,,,,,
Bens,797635140,,,,FAIRDEAL GLASS - RAILWAYS MBS,,,FAIRDEAL GLASS - RAILWAYS MBS,"4° 3'33.51""S"," 39°39'39.58""E",Mombasa Town,Mombasa,Coast,Normal,Fixed LTE,SFC,Internet,41.90.250.44 ,,Government Chemist,1Mbps,DAVID WAFULA,714174517,shaidali08@gmail.com,,,,,,
Bens,797572322,,,,PAPILO LTD MALINDI,,,PAPILO LTD MALINDI,"3°13'54.01""S"," 40°07'39.58""E",Malindi,Kilifi,Coast,Normal,Fixed LTE,SFC,Internet,41.90.250.43,,Malindi Shella,3Mbps,EMILIO TRAMBAGLIO,720919563,mariposa.bookingeyahoo.com,,,,,,
Bens,797572356,,,,AQUADROM LTD,,,AQUADROM LTD,"3°37'43.03""S","39°51'58.01""",Kilifi,Kilifi,Coast,Normal,Fixed LTE,SFC,Internet,41.90.250.70,,Government Chemist,2Mbps,FAIZ ,715918223,aquadrom@africaonline.co.ke,,,,,,
Bens,797572284,,,,ZERO DEGREE SEA FOOD MALINDI,,,ZERO DEGREE SEA FOOD MALINDI,"3°13'31.71""S","40°07'43.59""E",Malindi,Kilifi,Coast,Normal,Fixed LTE,SFC,Internet,41.90.250.50,,Malindi Shella,1Mbps,SALIM VUYAA,0743388978/0757292447,zerodegreeseafood2018@gmail.com,,,,,,
Bens,719606398,719606398,,,STARTIMES MOMBASA,,,STARTIMES MOMBASA,S 4 3 29.81, E 39 40 17.99,Mombasa Town,Mombasa,Coast,Normal,Fixed LTE,SFC,Internet,41.90.250.64,,Government Chemist,1Mbps,EDWIN KARIUKI ,714965683,ekariuki@startimes.com,,,,,,
Bens,797572411,797572411,,,EDUARD JOACHIM SANDERS,,,EDUARD JOACHIM SANDERS,"3°38'30.04""S","39°51'28.27""E",Kilifi,Kilifi,Coast,Normal,Fixed LTE,SFC,Internet,41.90.250.160,,Government Chemist,1Mbps,EDUARD JOACHIM,723593762,esanders@hewai-wellcome.org,,,,,,
Bens,797572427,,,,JAMES BARKLEY,,,JAMES BARKLEY,"3°38'34.32""S","39°51'40.98""E",Kilifi,Kilifi,Coast,Normal,Fixed LTE,SFC,Internet,41.90.250.174,,Government Chemist,2Mbps,JAMES BARKLEY,720867011,,,,,,,
Bens,797572522,,,,ODC EFE DAYO ADETIFA,,,ODC EFE DAYO ADETIFA,"3°37'33.96""S"," 39°52'2.61""E",Kilifi,Kilifi,Coast,Normal,Fixed LTE,SFC,Internet,41.90.250.158,,Government Chemist,2Mbps,ADETIFA IFEDAYO,706766693,ifedayoadetifa@yahoo.co.uk,,,,,,
Bens,797572639,797572639,,,MERRY CRAB COVE LTD MADETENI,,,MERRY CRAB COVE LTD MADETENI,"3°23'26.60""S","39°57'51.15""E ",Watamu,Kilifi,Coast,Normal,Fixed LTE,SFC,Internet,41.90.250.201,,Government Chemist,1Mbps,BALLANYINE,792295133,msfballantine@gmail.com,,,,,,
Bens,797572698,797572698,,,KIJIPWA SEA LIFE LTD,,,KIJIPWA SEA LIFE LTD,"3°52'12.25""S"," 39°48'5.45""E",Kikambala,Kilifi,Coast,Normal,Fixed LTE,SFC,Internet,41.90.250.233,,Government Chemist,1Mbps,CHIMWAGA MONGO,717166691,kijisealife@gmail.com,,,,,,
Bens,797572568,,,,PROFESSIONAL HANDLERS ,,,PROFESSIONAL HANDLERS ,"3°59'56.11""S "," 39°40'56.27""E",Vikwatani,Mombasa,Coast,Normal,Fixed LTE,SFC,Internet,41.90.250.234,,Government Chemist,1Mbps,JACOB AOKO,726176118,0,,,,,,
Bens,797572797,,,,TRAMOM SACCO,,,TRAMOM SACCO,"4°01'36.52""S "," 39°37'41.05""E",Changamwe,Mombasa,Coast,Normal,Fixed LTE,SFC,Internet,41.90.251.23,,Government Chemist,4Mbps,ROTICH DOMINIC,723733720,dominic.rotich@tranmomsacco.com,,,,,,
Bens,797572814,,,,ASH ENTERPRISES,,,ASH ENTERPRISES,"4°1'41.90""S","39°41'07.33""E",Mombasa,Mombasa,Coast,Normal,Fixed LTE,SFC,Internet,41.90.251.58,,Government Chemist,1Mbps,ABDULRAHMAN, 0722239780/0721746005,info@ash-ent.com,,,,,,
Bens,797572820,,,,NEW KILIFI HOTEL,,,NEW KILIFI HOTEL,"3°12'45.04""S","  40°06'39.06""E",Malindi,Kilifi,Coast,Normal,Fixed LTE,SFC,Internet,41.90.251.57,,Malindi Shella,1Mbps,KAREMBO KOJA,798695014,khojakarembo1@gmail.com,,,,,,
Bens,797572836,,,,A.P.D.K BOMBOLULU,,,A.P.D.K BOMBOLULU,"4°01'19.34""S ","39°42'08.00""E",Bombululu,Mombasa,Coast,Normal,Fixed LTE,SFC,Internet,41.90.251.76,,Government Chemist,2Mbps,A.P.D.K BOMBOLULU,0707696611/ 0733804570,info@apdkcoast.co.ke /bomaaccounts@apdkcoast.com,,,,,,
Bens,719195216,,,,AQUAMIST LTD,,,AQUAMIST LTD,"4°3'34.91""S  ","39°39'44.34""E",Mombasa Town,Mombasa,Coast,Normal,Fixed LTE,SFC,Internet,41.90.251.114,,Government Chemist,2Mbps,PAUL OMANGO,711198835,aquamistmsa@gmail.com,,,,,,
Bens,719195688,719195688,,,SPEEDWAYS ENERGY MALINDI,,,SPEEDWAYS ENERGY MALINDI,"3°12'51.89""S","40°07'04.20""E",Malindi,Kilifi,Coast,Normal,Fixed LTE,SFC,Internet,41.90.251.177,,Malindi Shella,1Mbps,ANN MUHIA,719736620,annmuhia96@gmail.com,,,,,,
Bens,797572466,,,,STEG INTERNATIONAL SERVICE KENYA - KILIFI,,,STEG INTERNATIONAL SERVICE KENYA - KILIFI,"3°38'50.5""S","39°50'54.42""E",Kilifi,Kilifi,Coast,Normal,Fixed LTE,SFC,Internet,41.90.251.152,,Government Chemist,1Mbps,Engineer,791342548,rannachi@steg-is.com,,,,,,
Bens,797572821,,,,FULL BIT INVESTMENT,,,FULL BIT INVESTMENT,"4°0'37.14""S","39°41'39.94""E",Mombasa,Mombasa,Coast,Normal,Fixed LTE,SFC,Internet,41.90.251.151,,Government Chemist,1Mbps,RESLIE MUNGULE,0726333323 / 0718553323,isubapendo@gmail.com,,,,,,
Bens,717919332,717919332,,,BANK OF BARODA LTE - MSA,,,BANK OF BARODA LTE - MSA,"4°3'53.62""S","39°40'34.35""E",Mombasa Town,Mombasa,Coast,Normal,Fixed LTE,SFC,Internet,41.90.251.191,,Government Chemist,1Mbps,CHARLES MASUA,222450718,customer.dogo@bankofbaroda.com,,,,,,
Bens,719195577,,,,WEMARI MERCHANTS,,,WEMARI MERCHANTS,"3°14'13.51""S","40°05'58.93""E",Kwachocha,Kilifi,Coast,Normal,Fixed LTE,SFC,Internet,41.90.251.179,,Malindi Shella,1Mbps,GABRIEL NZIOKA WEMA,710968131,mltomers@gmail.com,,,,,,
Bens,719196204,,,,APAMBARINE ENTERPRISES,,,APAMBARINE ENTERPRISES,"3°13'07.27""S","40°07'31.18""E",Malindi,Kilifi,Coast,Normal,Fixed LTE,SFC,Internet,41.90.251.211,,Malindi Shella,1Mbps,DONG GAOZHAN,742358536,donggaozhan2019@gmail.com,,,,,,
Bens,719196473,,,,MTWAPA BEVERAGE LTD,,,MTWAPA BEVERAGE LTD,"3°56'30.8""S","39°46'08.6""E",Mtwapa,Kilifi,Coast,Normal,Fixed LTE,SFC,Internet,41.90.251.237,,Government Chemist,1Mbps,CHRISTINA AGWELI ,791717737,christine-a-m@web.de,,,,,,
Bens,719196813,,,,PWANI MARTENITY AND NURSING,,,PWANI MARTENITY AND NURSING,"3°13'58.58""S","40°07'32.16""E",Malindi,Kilifi,Coast,Normal,Fixed LTE,SFC,Internet,41.90.251.238,,Malindi Shella,1Mbps,MCHANGA MWAKAZI,0723860605 / 0706563123,fieldconceptsmwakazi@yahoo.com,,,,,,
Bens,719197023,,,,HATIMY ENTERPRISES,,,HATIMY ENTERPRISES,"4°3'19.11""S","39°39'42.87""E",Mombasa Town,Mombasa,Coast,Normal,Fixed LTE,SFC,Internet,41.90.252.27,,Government Chemist,1Mbps,SAID MOHAMMED,793333335,abu.abkazi@gmail.com,,,,,,
Bens,717847256,,,,CHALIANA MEDICAL CENTRE,,,CHALIANA MEDICAL CENTRE,"3°59'56.93""S","39°41'56.92""E",Kiembeni,Mombasa,Coast,Normal,Fixed LTE,SFC,Internet,41.90.251.242,,Government Chemist,1Mbps,CYPRIAN ONGITI ,0722245765 / 0728857913,changamuc@yahoo.com,,,,,,
Bens,719205399,719205399,,,SHIMONI REEF HOTEL ,,,SHIMONI REEF HOTEL ,"4°38'54.47""S","39°23'01.24""E",Shimoni,Kwale,Coast,Difficult,Fixed LTE,SFC,Internet,41.90.252.69,,Diani Exchange,2Mbps,SIFA KAZUNGU, 0723203705 / 0722270826,info@shimonireeflodge.com,,,,,,
Bens,719205439,,,,AYOKI FABRICON PRIVATE,,,AYOKI FABRICON PRIVATE,"3°44'20.69""S","39°50'32.15""E",Vipingo,Kilifi,Coast,Normal,Fixed LTE,SFC,Internet,41.90.252.96,,Government Chemist,1Mbps,ALI MOHAMED SHAIK,707514621,ayokimombasa@gmail.com,,,,,,
Bens,719197076,,,,FAIDISHA MASHINANI,,,FAIDISHA MASHINANI,"4°0'37.53""S","39°42'11.47""E",Bamburi,Mombasa,Coast,Normal,Fixed LTE,SFC,Internet,41.90.252.51,,Government Chemist,1Mbps,BOSCO MOGAKA,748357142,boscomogaka@gmail.com,,,,,,
Bens,719197769,,,,ODC HAMISI MUGANDA,,,ODC HAMISI MUGANDA,"4°05'24.4""S","39°39'10.3""E",Likoni,Mombasa,Coast,Normal,Fixed LTE,SFC,Internet,41.90.252.127,,Diani Exchange,2Mbps,JOSHUA MUMO ,720792463,hamisimganda@gmail.com,,,,,,
Bens,719197746,,,,WATAMU PROPERTY SERVICES,,,WATAMU PROPERTY SERVICES,"3°22'12.13""S","39°59'52.43""E",Watamu,Kilifi,Coast,Normal,Fixed LTE,SFC,Internet,41.90.252.101,,Government Chemist,2Mbps,JUSTINE OCHOKI ,724172696,justin@npskenya.com,,,,,,
Bens,719196913,,,,AKOTHEE SAFARIS,,,AKOTHEE SAFARIS,"3°21'12.64""S","40°0'54.68""E",Watamu,Kilifi,Coast,Normal,Fixed LTE,SFC,Internet,41.90.252.163,,Government Chemist,2Mbps,GEORGE OMWANDA,715874765,info@akotheesafaris.com,,,,,,
Bens,95045334,95045334,,,EYES ON AFRICA ADVENTURE SAFARIS LTD,,UKD143297,Camp Kenya Diani,"4°19'2.62""S","39°34'31.52""E",Diani,Kwale,Coast,Normal,Fiber,SFC,Internet,41.139.163.102,770,Diani Exchange,FFB5,AGNES CHAO,0714617054/0721282430,,,,,,,
Bens,95045335,95045335,,,EYES ON AFRICA ADVENTURE SAFARIS LTD,,UKD143297,Camp Kenya Diani,"4°19'2.62""S","39°34'31.52""E",Diani,Kwale,Coast,Normal,Fiber,SFC,Internet,41.139.165.132/30,769,Diani Exchange,FFB5,AGNES CHAO,0714617054/0721282430,,,,,,,
Bens,95045354,,,,MALINDI WOMEN CLINIC,,MLN241666,Ruby Plaza,"03° 13'23.94""S","40°07'29.66""E",Malindi,Kilifi,Coast,Normal,Fiber,SFC,Internet,197.248.66.178,757,Malindi Shella,FFB5,JOHN MUTSUMI,722728897,,,,,,,
Bens,95045358,,,,KENIAKU LIMITED,,MLN241671,Billionaires Club,"03° 15'20.16""S","40°07'52.11""E",Malindi,Kilifi,Coast,Normal,Fiber,SFC,Internet,197.248.101.234,1168,Malindi Shella,FFB5,JOHN GENYA,714800639,,,,,,,
Bens,95045337,95045337,,General Support,MOMBASA APPAREL LIMITED - BACKHAUL,,MBS241451,Mombasa Apparel,"04° 1'13.50""S","39°37'54.97""E",Changamwe,Mombasa,Coast,Normal,Fiber,SFC,Internet,172.30.134.49,3545,Government Chemist,,HIREN LAPSIWALA,780880980,,,,,,,
Bens,95045338,95045338,,General Support,MOMBASA APPAREL LIMITED - LOOP,,MBS241451,Mombasa Apparel,"03° 55'59.6""S","39°45'23.39""E",Kikambala,Kilifi,Coast,Normal,Fiber,SFC,Internet,172.30.134.53,3546,Government Chemist,,BARON CHIBULA ,715504391,,,,,,,
Bens,95045314,95045314,,,MARIANIST TECHNICAL INSTITUTE FIXED DATA ACCOUNT,,UKD143572,Marianist Technical Institute Ukunda,"04° 19'27.00""S"," 39°32'40.71""E",Ukunda,Kwale,Coast,Normal,Fiber,SFC,Internet,197.248.198.102,861,Diani Exchange,3Mbps,M.T.I ,0712577067/ 0722466126/ 0714841457,,,,,,,
Bens,95051771,95051771,,,PUNJAB TRADING CO.,,MBS140722,Coast Building,"04° 03'38.40""S","39°39'43.51""E",Mombasa Town,Mombasa,Coast,Normal,Fiber,SFC,Internet,197.248.45.142,931,Government Chemist,FFB10,KHAN KHAN,0722264167/0706592786/0717252323,,,,,,,
Bens,95045342,95045342,,,AKSHAR LOGISTICS LIMITED,,MAZ143113,Akshar Logistics Limited,"03° 54'39.53""S","39°31'18.84""E",Mombasa,Mombasa,Coast,Normal,Fiber,SFC,Internet,197.248.180.150,711,Government Chemist,10Mbps,EDWIN MOGENI NYABUTI,738368182/732411998/732539749,,,,,,,
Bens,95045375,95045375,,General Support,CRESCENT REAL ESTATE LTD,,MBS141730,Rallies House,"04° 03'52.54""S","39°40'14.29""E",Mombasa Town,Mombasa,Coast,Normal,Fiber,SFC,Internet,41.203.216.230,1345,Government Chemist,FFB5,ALI ABDULAZIZ MBARAK, 0740131403 / 0724494650/ 0740131404,,,,,,,
Bens,95045379,95045379,,,KIOKO ENTERPRISES WATAMU-MALINDI OFFICE,,MLN142650,7 to 7 Arcade,"3° 12'38.85""S"," 40°7'1.11""E",Mombasa,Mombasa,Coast,Normal,Fiber,SFC,Internet,41.90.228.38,1334,Government Chemist,FFB10,JULIUS MWAGANDI ,O727292281,kiokodepot@gmail.com ,,,,,,
Bens,95045387,95045387,,,RAKAL LIMITED MOMBASA,,MBS142640,ARYAN PLAZA,"04° 3'34.54""S  ","39°39'50.33""E",Mombasa Town,Mombasa,Coast,Normal,Fiber,SFC,Internet,197.248.205.136,982,Government Chemist,FFB5,RAJU               ,722413240,rakal@rakal.co.ke,,,,,,
Bens,95045389,95045389,,,INERNATIONAL CENTER FOR REPRODUCTIVE HEALTH,,MBS241787,INTERNATIONAL CENTER FOR REPRODUCTIVE HEALTH-ICRHK,"04° 3'45.5""S  ","39°40'0.89""E",Mombasa Town,Mombasa,Coast,Normal,Fiber,SFC,Internet,197.248.56.134,1411,Government Chemist,FFB5,FRANCIS MUNGUTI , 0721844879/0702565550,munguti@icrhk.prg,,,,,,
Bens,95099006,95099006,,General Support,GT BANK MOMBASA,,MBS141113,Pan African building,"04° 3'43.30""S  ","39°40'14.33""E",Mombasa Town,Mombasa,Coast,Normal,Fiber,SFC,WAN/IP MPLS,172.30.3.54,982,Government Chemist,2Mbps,HQ,2543284000,anthony.nyamai@finabank.com,,,,,,
Bens,95045313,95045313,,,MARIANIST TECHNICAL INSTITUTE,,MBS143571,Marianist Technical Institute Bombolulu,"4°1'10.93""S ","39°42'3.69""E",Bombululu,Mombasa,Coast,Normal,Fiber,SFC,Internet,41.90.229.102,750,Government Chemist,3Mbps,KONDWANI NALIVATA ,0712572067/0727155068,marianistde@sm-ea.or.ke,,,,,,
Bens,95045378,95045378,,,ELEGANT INVESTMENT LTD,,UKD243338,Siku Njema Plaza,"4°17'13.81""S ","39°33'56.3""E",Ukunda,Kwale,Coast,Normal,Fiber,SFC,Internet,41.90.229.174,1307,Diani Exchange,FFB5,HORACE OMONDI ,0724878877/0708174385,info@elegant.co.ke,,,,,,
Bens,95045393,95045393,,,KHATIB & CO-FIXED DATA ACCOUNT,,MBS141730,Rallies House,"4°3'53.85""S ","39°40'15.34""E",Mombasa Town,Mombasa,Coast,Normal,Fiber,SFC,Internet,41.90.229.234,1783,Government Chemist,5Mbps,MARY ,0721399835/0412221454,advkhatibmsa@gmail.com,,,,,,
Bens,95045396,95045396,,,TORNSONS AGENCIES,,UKD243338,Siku Njema Plaza,"04°17'13.81""S ","39°33'56.30""E",Ukunda,Kwale,Coast,Normal,Fiber,SFC,Internet,41.90.229.234,1182,Diani Exchange,FFB10,FAITH OTHUON ,720441395,ukundainfo@tornsonagencies.co.ke,,,,,,
Bens,95051079,,,,KCAA-RDRS LOOP SECONDARY,,MBS342525,MOI INTERNATIONAL AIRPORT,"4°02'01.8""S ","39°36'08.3""E",Portreitz,Mombasa,Coast,Normal,Fiber,SFC,PTP,,18,Government Chemist,10 Mbps,VINCENT MARITIM ,721398199,vmaritim@kcaa.or.ke,,,,,,
Bens,95051075,95051075,,,KCAA RDRS INTERNET SECONDARY,,MBS342525,MOI INTERNATIONAL AIRPORT,"4°02'01.8""S ","39°36'08.3""E",Portreitz,Mombasa,Coast,Normal,Fiber,SFC,Internet,197.248.99.58,2851,Government Chemist,10 Mbps,VINCENT MARITIM ,721398199,vmaritim@kcaa.or.ke,,,,,,
Bens,95052415,,,,STANDARD CHARTERED BANK LTD MALINDI KPLC CHEQUE,,MLN141660,MALINDI COMPLEX,"03°12'27.22""S"," 40°06'58.36""E",Malindi,Kilifi,Coast,Normal,Fiber,SFC,WAN/IP MPLS,172.30.145.254,3280,Malindi Shella,1 Mbps,BRIAN KIMANI ,739065043,briankimani.mbugua@sc.com,,,,,,
Bens,95045397,,,,MURANGA FORWARDERS,,MBS241056,Taara Building,"04°3'49.03""S ","39°39'23.76""E",Mombasa Town,Mombasa,Coast,Normal,Fiber,SFC,Internet,197.248.52.10,2875,Government Chemist,FFB5,NEWTONE MWARUA ,727823413,ictmuranga@forwarders.co.ke,,,,,,
Bens,719204424,719204424,,,COUNTY CLEARING AND FOWARDING,,,Ambalal Building,"4° 3'49.32""S ","39°40'19.54""E",Mombasa Town,Mombasa,Coast,Normal,Fixed LTE,SFC,Internet,41.90.252.223,,Government Chemist,1Mbps,FATHUDIN ABDI MAALIM ,0700373444/0722698920,info@countyclearing.com,,,,,,
Bens,719205891,,,,SAVANNA TRACKING LIMITED,,,SAVANNA TRACKING LIMITED,"3° 36'24.71""S"," 39°52'37.90""E",Kilifi,Kilifi,Coast,Normal,Fixed LTE,SFC,Internet,41.90.252.207,,Government Chemist,2Mbps,DANIEL KIBE ,792660902,daniel@savannahtracking.com,,,,,,
Bens,797572326,,,,SUPER CRIBS ENTERPRISES,,,SUPER CRIBS ENTERPRISES,"3° 12'29.64""S ","40°6'33.02""E",Malindi,Kilifi,Coast,Normal,Fixed LTE,SFC,Internet,41.90.250.71,,Malindi Shella,1Mbps,FARIDA KATANA ,0724641357/0729230737,faridakadzotembe@gmail.com,,,,,,
Bens,797572342,,,,N & M FOWARDERS LIMITED,,,N & M FOWARDERS LIMITED,"4° 3'39.2""S ","39°39'48.8""E",Mombasa Town,Mombasa,Coast,Normal,Fixed LTE,SFC,Internet,41.90.252.251,,Government Chemist,1Mbps,NOAH HENRY , 0717155195/0722411949,info@nandmfowarders.co.ke,,,,,,
Bens,717830877,,,,ZOBRA BUILDERS LTD,,,ZOBRA BUILDERS LTD,"4° 3'31.5""S ","39°39'28.1""E",Mombasa Town,Mombasa,Coast,Normal,Fixed LTE,SFC,Internet,41.90.253.22,,Government Chemist,1Mbps,SIRAJ JAUB ,716663555,zobrabuilders@gmail.com,,,,,,
Bens,719205549,,,,COMMERCIAL FOREX BUREAU WATAMU,,,COMMERCIAL FOREX BUREAU WATAMU,"3° 21'4.09""S ","40°1'7.79""E",Watamu,Kilifi,Coast,Normal,Fixed LTE,SFC,Internet,41.90.253.16,,Government Chemist,2Mbps,ALICE MUTHINI ,727665456,muthinilinda@gmail.com,,,,,,
Bens,719204533,719204533,,,HANGOOL INVESTMENTS LIMITED,,,HANGOOL INVESTMENTS LIMITED,"4°3'539.98""S ","39°39'49.2""E",Mombasa Town,Mombasa,Coast,Normal,Fixed LTE,SFC,Internet,41.90.253.14,,Government Chemist,2Mbps,EVETA OMWAMBA ,721859548,hangoolinvestmentsgroup@gmail.com,,,,,,
Bens,719197958,,,,FAN ZONE,,,FAN ZONE,"4°2'57.3""S ","39°39'41.46""E",Mombasa Town,Mombasa,Coast,Normal,Fixed LTE,SFC,Internet,41.90.253.96,,Government Chemist,1Mbps,LIVEREN ONYANGO ,702361356,wilsongathabai7@gmail.com,,,,,,
Bens,719204658,,,,CHRONO SHOP,,,CHRONO SHOP,"3°13'56""S ","40°7'24.64""E",Malindi,Kilifi,Coast,Normal,Fixed LTE,SFC,Internet,41.90.253.65,,Malindi Shella,1Mbps,MANEEB MUSTAFA ELIAS ,723427401,muneeb.elias@hotmail.com,,,,,,
Bens,719204769,,,,HAIDERY AUTO SUPPLIES LTD,,,HAIDERY AUTO SUPPLIES LTD,"4°4'13.13""S"," 39°40'33.57""E",Mombasa Town,Mombasa,Coast,Normal,Fixed LTE,SFC,Internet,41.90.253.113,,Government Chemist,1Mbps,SAFINAZ UALLI ,0722412112/0722410279,safinazualli@hotmail.com,,,,,,
Bens,719204752,,,,MOGADELL VENTURES MALINDI,,,MOGADELL VENTURES MALINDI,"3°12'39.16""S"," 40°6'48.75""E",Malindi,Kilifi,Coast,Normal,Fixed LTE,SFC,Internet,41.90.253.138,,Malindi Shella,1Mbps,LUCY WAMBUGUA ,722339167,lucynwambugu@gmail.com,,,,,,
Bens,719204797,719204797,,,KIOKO ENTERPRISES-DEPOT,,,KIOKO ENTERPRISES-DEPOT,"3°12'52.12""S ","40°7'4.34""E",Mombasa,Mombasa,Coast,Normal,Fixed LTE,SFC,Internet,41.90.253.144,,Government Chemist,1Mbps,JULIUS MWAGANDI ,I 0727292810,kiokodepot@gmail.com,,,,,,
Bens,719204853,,,,CERNY BUREAU SERVICES,,,CERNY BUREAU SERVICES,"4°1'25.79""S ","39°37'27.35""E",Changamwe,Mombasa,Coast,Normal,Fixed LTE,SFC,Internet,41.90.253.200,,Government Chemist,1Mbps,SOSECK OYALO , 0706549490/0768824288,info@cerenybureau.com,,,,,,
Bens,719204805,719204805,,,SEARCH FOR COMMON GROUNDS,,,SEARCH FOR COMMON GROUNDS,"4°3'34.2""S ","39°41'33.48""E",Nyali,Mombasa,Coast,Normal,Fixed LTE,SFC,Internet,41.90.253.201,,Government Chemist,2Mbps,NAOMI NGOMBO ,0746623459/0721421474,mackjamvi@yahoo.com,,,,,,
Bens,719205114,,,,TICK COMMUNICATIONS,,,TICK COMMUNICATIONS,"3°48'51.67""S ","39°37'45.91""E",Kaloleni,Kilifi,Coast,Normal,Fixed LTE,SFC,Internet,41.90.253.220,,Government Chemist,1Mbps,SUNDAY THOYA ,0715943279/0742735393,tickcomp@gmail.com,,,,,,
Bens,719205367,,,,SOMOTEX K LTD,,,SOMOTEX K LTD,"4°3'21.05""S ","39°39'11.09""E",Mombasa Town,Mombasa,Coast,Normal,Fixed LTE,SFC,Internet,41.90.253.254,,Government Chemist,1Mbps,FAIZ MBARAK ,743161853,faiz.mbarak01@gmail.com,,,,,,
Bens,719205247,719205247,,,ODC-ERIC KIRUHURA,,,ODC-ERIC KIRUHURA,"3°36'14.58""S ","39°52'36.99""E",Kilifi,Kilifi,Coast,Normal,Fixed LTE,SFC,Internet,41.90.253.214,,Government Chemist,2Mbps,JOSHUA KINIU ,729885841,j.kiniu@odc.co.ke,,,,,,
Bens,719198104,719198104,,,EXCON LTD MALINDI,,,EXCON LTD MALINDI,"3°15'13.5""S ","40°7'25.83""E",Malindi,Kilifi,Coast,Normal,Fixed LTE,SFC,Internet,41.90.254.20,,Malindi Shella,2Mbps,VINCENT OKELLO ,713847387,vo@plkegroup.co,,,,,,
Bens,719198111,,,,MODERN COAST BUILDERS-KENGELENI,,,MODERN COAST BUILDERS-KENGELENI,"4°2'26.4""S ","39°40'53.82""E",Nyali,Mombasa,Coast,Normal,Fixed LTE,SFC,Internet,41.90.254.22,,Government Chemist,2Mbps,MOHAMMED MWAZITO ,724035236,kengeleni@modern.co.ke,,,,,,
Bens,719198126,,,,MODERN COAST BUILDERS-KILIFI,,,MODERN COAST BUILDERS-KILIFI,"3°37'57.7""S ","39°51'10.2""E",Kilifi,Kilifi,Coast,Normal,Fixed LTE,SFC,Internet,41.90.254.23,,Government Chemist,2Mbps,MOHAMMED MWAZITO ,0724035237/0708794715,hassannoor003@gmail.com,,,,,,
Bens,719198043,,,,KAYA INTERNATIONAL TOURS AND TRAVEL LTD,,,KAYA INTERNATIONAL TOURS AND TRAVEL LTD,"3°14'17.23""S ","40°5'38.9""E",Malindi,Kilifi,Coast,Normal,Fixed LTE,SFC,Internet,41.90.254.37,,Malindi Shella,1Mbps,JOSEPH JAMVI MACKENZIE ,722981707,mackjamvi@yahoo.com,,,,,,
Bens,719198123,,,,MODERN COAST BUILDERS-CHANGAMWE,,,MODERN COAST BUILDERS-CHANGAMWE,"4°1'38.42""S ","39°37'40.64""E",Changamwe,Mombasa,Coast,Normal,Fixed LTE,SFC,Internet,41.90.253.220,,Government Chemist,2Mbps,GIDEON MGANGA ,717544461,giddymganga@gmail.com,,,,,,
Bens,719204985,,,,FORGET NOT TOURS,,,FORGET NOT TOURS,"4°19'57.74""S ","39°33'36.75""E",Ukunda,Kwale,Coast,Normal,Fixed LTE,SFC,Internet,41.90.253.255,,Diani Exchange,1Mbps,DAVID CHARA ,0722449819/0723134646,stephen.kiarii@yahoo.com,,,,,,
Bens,719198483,719198483,,,KIOKO ENTERPRISES-SHIMANZI,,,KIOKO ENTERPRISES-SHIMANZI,"4°2'28.22""S ","39°39'21.18""E",Shimanzi,Mombasa,Coast,Normal,Fixed LTE,SFC,Internet,41.90.254.55,,Government Chemist,1Mbps,JULIUS MWAGANDI ,727292810,kiokointernal@gmail.com,,,,,,
Bens,719198525,719198525,,,2TS SAVING SOCIETY LIMITED,,,2TS SAVING SOCIETY LIMITED,"4°3'28.22""S ","39°40'6""E",Mombasa Town,Mombasa,Coast,Normal,Fixed LTE,SFC,Internet,41.90.254.75,,Government Chemist,1Mbps,MARLINE NGARAI ,727521037,ttsacco@yahoo.com,,,,,,
